n_features,threshold,backup_fpr,fn_count,bf_queries,system_fpr,system_fnr,model_total_latency_ns,model_avg_latency_ns,model_throughput_qps,bf_avg_latency_ns,bf_total_latency_ns,bf_throughput_qps,total_system_latency_ns,total_system_avg_latency_ns,total_system_throughput_qps,bf_bits_mb,total_memory_mb
2048,0.990000,0.050000,220974,236070,0.053011,0.000000,164801500.000000,457.845534,2184142.741419,116.056678,27397500.000000,8616479.605803,192199000.000000,533.960272,1872798.505715,0.164253,0.179878
2048,0.990000,0.100000,220974,236070,0.107079,0.000000,164801500.000000,457.845534,2184142.741419,102.578896,24215800.000000,9748593.893243,189017300.000000,525.120989,1904323.043446,0.126251,0.141876
2048,0.990000,0.200000,220974,236070,0.205565,0.000000,164801500.000000,457.845534,2184142.741419,91.528784,21607200.000000,10925524.825058,186408700.000000,517.873871,1930972.105916,0.088249,0.103874
2048,0.990000,0.001000,220974,236070,0.002578,0.000000,164801500.000000,457.845534,2184142.741419,165.178125,38993600.000000,6054070.411555,203795100.000000,566.176136,1766234.811337,0.378738,0.394363
4096,0.500000,0.010000,20249,34159,0.090422,0.000000,172042500.000000,477.962217,2092215.586265,118.946690,4063100.000000,8407127.562698,176105600.000000,489.250174,2043944.088093,0.023140,0.054390
4096,0.500000,0.050000,20249,34159,0.124397,0.000000,172042500.000000,477.962217,2092215.586265,107.432887,3669800.000000,9308136.683198,175712300.000000,488.157522,2048519.084890,0.015053,0.046303
4096,0.500000,0.100000,20249,34159,0.175028,0.000000,172042500.000000,477.962217,2092215.586265,106.475599,3637100.000000,9391823.155811,175679600.000000,488.066676,2048900.384564,0.011574,0.042824
4096,0.500000,0.200000,20249,34159,0.273448,0.000000,172042500.000000,477.962217,2092215.586265,92.777892,3169200.000000,10778429.887669,175211700.000000,486.766773,2054371.939773,0.008087,0.039337
4096,0.500000,0.001000,20249,34159,0.081301,0.000000,172042500.000000,477.962217,2092215.586265,137.146872,4684800.000000,7291453.210383,176727300.000000,490.977358,2036753.800912,0.034706,0.065956
4096,0.600000,0.010000,27292,41452,0.073964,0.000000,172042500.000000,477.962217,2092215.586265,129.318248,5360500.000000,7732860.740603,177403000.000000,492.854563,2028996.127461,0.031189,0.062439
4096,0.600000,0.050000,27292,41452,0.112103,0.000000,172042500.000000,477.962217,2092215.586265,106.921258,4432100.000000,9352677.060536,176474600.000000,490.275316,2039670.298162,0.020287,0.051537
4096,0.600000,0.100000,27292,41452,0.161015,0.000000,172042500.000000,477.962217,2092215.586265,101.809322,4220200.000000,9822283.304109,176262700.000000,489.686623,2042122.354871,0.015594,0.046844
4096,0.600000,0.200000,27292,41452,0.256924,0.000000,172042500.000000,477.962217,2092215.586265,94.118499,3901400.000000,10624903.880658,175943900.000000,488.800945,2045822.560487,0.010902,0.042152
4096,0.600000,0.001000,27292,41452,0.065173,0.000000,172042500.000000,477.962217,2092215.586265,139.419087,5779200.000000,7172619.047619,177821700.000000,494.017780,2024218.641482,0.046783,0.078033
4096,0.700000,0.010000,36973,51381,0.057836,0.000000,172042500.000000,477.962217,2092215.586265,133.568829,6862900.000000,7486776.727040,178905400.000000,497.028476,2011957.157246,0.042252,0.073502
4096,0.700000,0.050000,36973,51381,0.096570,0.000000,172042500.000000,477.962217,2092215.586265,122.724353,6305700.000000,8148341.976307,178348200.000000,495.480483,2018242.965166,0.027489,0.058739
4096,0.700000,0.100000,36973,51381,0.145680,0.000000,172042500.000000,477.962217,2092215.586265,101.961815,5238900.000000,9807593.197045,177281400.000000,492.516738,2030387.846666,0.021126,0.052376
