n_features,threshold,backup_fpr,fn_count,bf_queries,system_fpr,system_fnr,model_total_latency_ns,model_avg_latency_ns,model_throughput_qps,bf_avg_latency_ns,bf_total_latency_ns,bf_throughput_qps,total_system_latency_ns,total_system_avg_latency_ns,total_system_throughput_qps,bf_bits_mb,total_memory_mb
16384,0.600000,0.200000,18430,32916,0.239143,0.000000,9074411400.000000,25210.199750,39666.484594,258.643213,8513500.000000,3866329.946555,9082924900.000000,25233.851646,39629.304873,0.007362,0.132362
16384,0.600000,0.001000,18430,32916,0.043625,0.000000,9074411400.000000,25210.199750,39666.484594,290.670191,9567700.000000,3440325.261035,9083979100.000000,25236.780386,39624.705874,0.031593,0.156593
16384,0.700000,0.010000,27138,41812,0.037742,0.000000,9074411400.000000,25210.199750,39666.484594,266.110208,11126600.000000,3757841.568853,9085538000.000000,25241.111265,39617.907052,0.031013,0.156013
16384,0.700000,0.050000,27138,41812,0.076608,0.000000,9074411400.000000,25210.199750,39666.484594,265.825600,11114700.000000,3761864.917632,9085526100.000000,25241.078205,39617.958942,0.020172,0.145172
16384,0.700000,0.100000,27138,41812,0.128098,0.000000,9074411400.000000,25210.199750,39666.484594,252.262508,10547600.000000,3964124.540180,9084959000.000000,25239.502709,39620.431969,0.015511,0.140511
16384,0.700000,0.200000,27138,41812,0.234847,0.000000,9074411400.000000,25210.199750,39666.484594,236.769349,9899800.000000,4223519.667064,9084311200.000000,25237.703014,39623.257292,0.010841,0.135841
16384,0.700000,0.001000,27138,41812,0.031264,0.000000,9074411400.000000,25210.199750,39666.484594,289.297331,12096100.000000,3456651.317367,9086507500.000000,25243.804695,39613.679953,0.046516,0.171516
16384,0.800000,0.010000,42003,56847,0.028819,0.000000,9074411400.000000,25210.199750,39666.484594,270.395975,15371200.000000,3698279.900073,9089782600.000000,25252.903459,39599.406921,0.047997,0.172997
16384,0.800000,0.050000,42003,56847,0.068213,0.000000,9074411400.000000,25210.199750,39666.484594,253.047654,14385000.000000,3951824.817518,9088796400.000000,25250.163634,39603.703742,0.031227,0.156227
16384,0.800000,0.100000,42003,56847,0.117655,0.000000,9074411400.000000,25210.199750,39666.484594,246.695516,14023900.000000,4053579.959926,9088435300.000000,25249.160439,39605.277269,0.024002,0.149002
16384,0.800000,0.200000,42003,56847,0.224337,0.000000,9074411400.000000,25210.199750,39666.484594,240.668813,13681300.000000,4155087.601324,9088092700.000000,25248.208640,39606.770296,0.016777,0.141777
16384,0.800000,0.001000,42003,56847,0.019896,0.000000,9074411400.000000,25210.199750,39666.484594,305.715341,17379000.000000,3271016.744347,9091790400.000000,25258.481456,39590.661923,0.071991,0.196991
16384,0.900000,0.010000,73457,88471,0.016326,0.000000,9074411400.000000,25210.199750,39666.484594,270.378994,23920700.000000,3698512.167286,9098332100.000000,25276.655369,39562.196240,0.083939,0.208939
16384,0.900000,0.050000,73457,88471,0.057968,0.000000,9074411400.000000,25210.199750,39666.484594,262.903098,23259300.000000,3803682.827944,9097670700.000000,25274.817891,39565.072409,0.054604,0.179604
16384,0.900000,0.100000,73457,88471,0.112565,0.000000,9074411400.000000,25210.199750,39666.484594,246.194798,21781100.000000,4061824.242118,9096192500.000000,25270.711210,39571.502032,0.041969,0.166969
16384,0.900000,0.200000,73457,88471,0.216868,0.000000,9074411400.000000,25210.199750,39666.484594,240.746685,21299100.000000,4153743.585410,9095710500.000000,25269.372135,39573.599006,0.029335,0.154335
16384,0.900000,0.001000,73457,88471,0.008659,0.000000,9074411400.000000,25210.199750,39666.484594,295.478744,26141300.000000,3384338.192821,9100552700.000000,25282.824559,39552.542781,0.125908,0.250908
16384,0.950000,0.010000,111006,126081,0.012559,0.000000,9074411400.000000,25210.199750,39666.484594,269.043710,33921300.000000,3716868.162482,9108332700.000000,25304.438672,39518.758466,0.126839,0.251839
16384,0.950000,0.050000,111006,126081,0.053606,0.000000,9074411400.000000,25210.199750,39666.484594,255.510347,32215000.000000,3913735.837343,9106626400.000000,25299.698291,39526.163059,0.082512,0.207512
16384,0.950000,0.100000,111006,126081,0.107806,0.000000,9074411400.000000,25210.199750,39666.484594,245.443009,30945700.000000,4074265.568399,9105357100.000000,25296.171968,39531.673063,0.063423,0.188423
16384,0.950000,0.200000,111006,126081,0.210721,0.000000,9074411400.000000,25210.199750,39666.484594,246.458229,31073700.000000,4057482.694369,9105485100.000000,25296.527573,39531.117348,0.044334,0.169334
16384,0.950000,0.001000,111006,126081,0.004891,0.000000,9074411400.000000,25210.199750,39666.484594,300.698757,37912400.000000,3325587.406759,9112323800.000000,25315.526601,39501.449674,0.190262,0.315262
