n_features,threshold,backup_fpr,fn_count,bf_queries,system_fpr,system_fnr,model_total_latency_ns,model_avg_latency_ns,model_throughput_qps,bf_avg_latency_ns,bf_total_latency_ns,bf_throughput_qps,total_system_latency_ns,total_system_avg_latency_ns,total_system_throughput_qps,bf_bits,total_memory_mb
2048,0.500000,0.001000,16662,108151,0.024454,0.269938,11970800.000000,94.900904,10537307.448124,111.878762,12099800.000000,8938246.913172,24070600.000000,190.824481,5240417.771057,0.028564,0.044189
2048,0.600000,0.010000,19616,110306,0.021901,0.312852,11970800.000000,94.900904,10537307.448124,105.271699,11612100.000000,9499229.252246,23582900.000000,186.958142,5348790.861175,0.022415,0.038040
2048,0.600000,0.050000,19616,110306,0.053375,0.302817,11970800.000000,94.900904,10537307.448124,105.656991,11654600.000000,9464589.089287,23625400.000000,187.295069,5339168.860633,0.014587,0.030212
2048,0.600000,0.100000,19616,110306,0.097138,0.288512,11970800.000000,94.900904,10537307.448124,112.795315,12442000.000000,8865616.460376,24412800.000000,193.537339,5166961.593918,0.011208,0.026833
2048,0.600000,0.200000,19616,110306,0.188977,0.260079,11970800.000000,94.900904,10537307.448124,101.926459,11243100.000000,9810995.188160,23213900.000000,184.032821,5433813.361822,0.007835,0.023460
2048,0.600000,0.001000,19616,110306,0.015597,0.315273,11970800.000000,94.900904,10537307.448124,105.198267,11604000.000000,9505860.048259,23574800.000000,186.893927,5350628.637359,0.033623,0.049248
2048,0.700000,0.010000,23068,112404,0.015432,0.365449,11970800.000000,94.900904,10537307.448124,112.441728,12638900.000000,8893495.478246,24609700.000000,195.098303,5125621.198145,0.026360,0.041985
2048,0.700000,0.050000,23068,112404,0.048337,0.354137,11970800.000000,94.900904,10537307.448124,106.524679,11973800.000000,9387496.033005,23944600.000000,189.825591,5267993.618603,0.017151,0.032776
2048,0.700000,0.100000,23068,112404,0.090921,0.339437,11970800.000000,94.900904,10537307.448124,104.317462,11725700.000000,9586122.790111,23696500.000000,187.858728,5323148.988247,0.013184,0.028809
2048,0.700000,0.200000,23068,112404,0.183707,0.302377,11970800.000000,94.900904,10537307.448124,101.724138,11434200.000000,9830508.474576,23405000.000000,185.547804,5389446.699423,0.009216,0.024841
2048,0.700000,0.001000,23068,112404,0.009592,0.368002,11970800.000000,94.900904,10537307.448124,105.045194,11807500.000000,9519712.047427,23778300.000000,188.507214,5304836.762931,0.039543,0.055168
2048,0.800000,0.010000,27222,114562,0.011787,0.428873,11970800.000000,94.900904,10537307.448124,107.066916,12265800.000000,9339953.366270,24236600.000000,192.140479,5204525.387224,0.031105,0.046730
2048,0.800000,0.050000,27222,114562,0.043231,0.414613,11970800.000000,94.900904,10537307.448124,106.386935,12187900.000000,9399650.473010,24158700.000000,191.522911,5221307.437900,0.020241,0.035866
2048,0.800000,0.100000,27222,114562,0.086560,0.397491,11970800.000000,94.900904,10537307.448124,104.549502,11977400.000000,9564847.128759,23948200.000000,189.854130,5267201.710358,0.015556,0.031181
2048,0.800000,0.200000,27222,114562,0.177790,0.357923,11970800.000000,94.900904,10537307.448124,102.116758,11698700.000000,9792712.010736,23669500.000000,187.644681,5329221.149581,0.010872,0.026497
2048,0.800000,0.001000,27222,114562,0.005299,0.431734,11970800.000000,94.900904,10537307.448124,106.882736,12244700.000000,9356047.922775,24215500.000000,191.973204,5209060.312610,0.046661,0.062286
2048,0.900000,0.010000,33379,117616,0.009099,0.531690,11970800.000000,94.900904,10537307.448124,109.980785,12935500.000000,9092497.390901,24906300.000000,197.449659,5064582.053537,0.038147,0.053772
2048,0.900000,0.050000,33379,117616,0.038136,0.513292,11970800.000000,94.900904,10537307.448124,110.881173,13041400.000000,9018663.640407,25012200.000000,198.289202,5043138.948193,0.024811,0.040436
2048,0.900000,0.100000,33379,117616,0.085109,0.489525,11970800.000000,94.900904,10537307.448124,105.578323,12417700.000000,9471641.286229,24388500.000000,193.344696,5172109.805851,0.019073,0.034698
2048,0.900000,0.200000,33379,117616,0.178321,0.442121,11970800.000000,94.900904,10537307.448124,104.530846,12294500.000000,9566554.150230,24265300.000000,192.368004,5198369.688403,0.013336,0.028961
2048,0.900000,0.001000,33379,117616,0.002524,0.534507,11970800.000000,94.900904,10537307.448124,106.425146,12517300.000000,9396275.554632,24488100.000000,194.134295,5151073.378498,0.057213,0.072838
